,movie_name,movie_rating,movie_genre,movie_director,movie_actor,movie_genre_split,movie_director_split,movie_actor_split
503,해적: 바다로 간 산적,7.7,['어드벤처'],이석훈,"['김남길', '손예진']",어드벤처,이석훈,김남길 손예진
504,수상한 그녀,8.8,"['코미디', '드라마']",황동혁,"['심은경', '나문희']",코미디 드라마,황동혁,심은경 나문희
505,변호인,9.3,['드라마'],양우석,['송강호'],드라마,양우석,송강호
506,국제시장,7.1,['드라마'],윤제균,"['황정민', '김윤진', '오달수']",드라마,윤제균,황정민 김윤진 오달수
507,트랜스포머: 사라진 시대,6.1,['SF'],마이클 베이,"['마크 월버그', '니콜라 펠츠', '잭 레이너']",SF,마이클베이,마크월버그 니콜라펠츠 잭레이너
508,군도: 민란의 시대,7.2,['액션'],윤종빈,"['하정우', '강동원']",액션,윤종빈,하정우 강동원
509,엣지 오브 투모로우,8.1,"['액션', 'SF']",더그 라이만,"['톰 크루즈', '에밀리 블런트']",액션 SF,더그라이만,톰크루즈 에밀리블런트
510,엑스맨: 데이즈 오브 퓨처 패스트,7.9,"['액션', '어드벤처', '판타지']",브라이언 싱어,"['휴 잭맨', '제임스 맥어보이', '마이클 패스벤더', '패트릭 스튜어트', '이안 맥켈런', '제니퍼 로렌스', '할리 베리', '엘렌 페이지']",액션 어드벤처 판타지,브라이언싱어,휴잭맨 제임스맥어보이 마이클패스벤더 패트릭스튜어트 이안맥켈런 제니퍼로렌스 할리베리 엘렌페이지
511,어메이징 스파이더맨 2,6.6,"['액션', '어드벤처', '판타지']",마크 웹,"['앤드류 가필드', '엠마 스톤', '제이미 폭스', '데인 드한']",액션 어드벤처 판타지,마크웹,앤드류가필드 엠마스톤 제이미폭스 데인드한
512,타짜-신의 손,6.2,['드라마'],강형철,"['T.O.P', '신세경', '곽도원', '이하늬']",드라마,강형철,T.O.P 신세경 곽도원 이하늬
513,혹성탈출: 반격의 서막,7.5,"['SF', '액션', '드라마', '스릴러']",매트 리브스,"['앤디 서키스', '제이슨 클락', '게리 올드만']",SF 액션 드라마 스릴러,매트리브스,앤디서키스 제이슨클락 게리올드만
514,캡틴 아메리카: 윈터 솔져,8.2,"['액션', '어드벤처', 'SF']",조 루소,['크리스 에반스'],액션 어드벤처 SF,조루소,크리스에반스
515,역린,7.3,['시대극'],이재규,"['현빈', '정재영', '조정석']",시대극,이재규,현빈 정재영 조정석
516,"님아, 그 강을 건너지 마오",9.0,['다큐멘터리'],진모영,"['조병만', '강계열']",다큐멘터리,진모영,조병만 강계열
517,신의 한 수,7.1,"['범죄', '액션']",조범구,"['정우성', '이범수', '안성기', '김인권', '이시영']",범죄 액션,조범구,정우성 이범수 안성기 김인권 이시영
518,끝까지 간다,8.4,"['범죄', '액션']",김성훈,"['이선균', '조진웅']",범죄 액션,김성훈,이선균 조진웅
519,비긴 어게인,8.3,"['로맨스', '멜로']",존 카니,"['키이라 나이틀리', '마크 러팔로']",로맨스 멜로,존카니,키이라나이틀리 마크러팔로
520,드래곤 길들이기 2,8.3,"['애니메이션', '액션', '어드벤처']",딘 데블로이스,"['오승윤', '안장혁', '최석필', '김서영', '방성준', '하성용', '김현심', '박성태', '정승욱', '키트 해링턴', '이선주']",애니메이션 액션 어드벤처,딘데블로이스,오승윤 안장혁 최석필 김서영 방성준 하성용 김현심 박성태 정승욱 키트해링턴 이선주
521,표적,6.6,"['액션', '드라마']",창,"['류승룡', '유준상', '이진욱', '김성령', '조여정', '조은지']",액션 드라마,창,류승룡 유준상 이진욱 김성령 조여정 조은지
522,메이즈 러너,7.1,"['미스터리', '액션', '스릴러', 'SF']",웨스 볼,"['딜런 오브라이언', '카야 스코델라리오', '토마스 생스터', '윌 폴터']",미스터리 액션 스릴러 SF,웨스볼,딜런오브라이언 카야스코델라리오 토마스생스터 윌폴터
523,호빗: 다섯 군대 전투,8.1,['판타지'],피터 잭슨,"['이안 맥켈런', '마틴 프리먼']",판타지,피터잭슨,이안맥켈런 마틴프리먼
524,나의 사랑 나의 신부,7.0,"['로맨스', '멜로']",임찬상,"['조정석', '신민아']",로맨스 멜로,임찬상,조정석 신민아
525,논스톱,7.8,['액션'],자움 콜렛 세라,"['리암 니슨', '줄리안 무어']",액션,자움콜렛세라,리암니슨 줄리안무어
526,인투 더 스톰,7.3,"['액션', '스릴러']",스티븐 쿼일,"['리차드 아미티지', '사라 웨인 칼리즈', '제레미 섬터']",액션 스릴러,스티븐쿼일,리차드아미티지 사라웨인칼리즈 제레미섬터
527,노아,5.4,['드라마'],대런 아로노프스키,"['러셀 크로우', '제니퍼 코넬리', '엠마 왓슨', '안소니 홉킨스', '로건 레먼']",드라마,대런아로노프스키,러셀크로우 제니퍼코넬리 엠마왓슨 안소니홉킨스 로건레먼
528,남자가 사랑할 때,8.0,['드라마'],한동욱,"['황정민', '한혜진']",드라마,한동욱,황정민 한혜진
529,루시,6.7,"['액션', 'SF', '스릴러']",뤽 베송,"['스칼렛 요한슨', '모건 프리먼', '최민식']",액션 SF 스릴러,뤽베송,스칼렛요한슨 모건프리먼 최민식
530,용의자,7.9,"['액션', '드라마']",원신연,['공유'],액션 드라마,원신연,공유
531,기술자들,6.4,"['범죄', '액션']",김홍선,"['김우빈', '김영철', '고창석', '이현우', '조윤희', '임주환']",범죄 액션,김홍선,김우빈 김영철 고창석 이현우 조윤희 임주환
532,나를 찾아줘,7.6,['스릴러'],데이빗 핀처,"['벤 애플렉', '로자먼드 파이크']",스릴러,데이빗핀처,벤애플렉 로자먼드파이크
533,제보자,7.9,['드라마'],임순례,"['박해일', '이경영', '유연석']",드라마,임순례,박해일 이경영 유연석
534,피끓는 청춘,7.8,"['코미디', '로맨스', '멜로']",이연우,"['박보영', '이종석', '이세영', '김영광']",코미디 로맨스 멜로,이연우,박보영 이종석 이세영 김영광
535,두근두근 내 인생,6.4,['드라마'],이재용,"['강동원', '송혜교', '조성목']",드라마,이재용,강동원 송혜교 조성목
536,우아한 거짓말,8.3,['드라마'],이한,"['김희애', '고아성', '김유정', '김향기']",드라마,이한,김희애 고아성 김유정 김향기
537,300: 제국의 부활,5.8,"['액션', '드라마']",노암 머로,"['설리반 스태플턴', '에바 그린', '레나 헤디', '한스 매더슨', '로드리고 산토로']",액션 드라마,노암머로,설리반스태플턴 에바그린 레나헤디 한스매더슨 로드리고산토로
538,엑소더스: 신들과 왕들,5.6,"['드라마', '액션']",리들리 스콧,"['크리스찬 베일', '조엘 에저튼']",드라마 액션,리들리스콧,크리스찬베일 조엘에저튼
539,해무(海霧),6.6,['드라마'],심성보,"['김윤석', '박유천', '한예리', '문성근', '김상호', '유승목', '이희준']",드라마,심성보,김윤석 박유천 한예리 문성근 김상호 유승목 이희준
540,인간중독,6.1,"['로맨스', '멜로']",김대우,"['송승헌', '임지연']",로맨스 멜로,김대우,송승헌 임지연
541,말레피센트,8.0,['판타지'],로버트 스트롬버그,"['안젤리나 졸리', '엘르 패닝']",판타지,로버트스트롬버그,안젤리나졸리 엘르패닝
542,폼페이: 최후의 날,7.7,"['액션', '어드벤처']",폴 앤더슨,"['키트 해링턴', '캐리 앤 모스', '에밀리 브라우닝', '아데웰 아킨누오예 아바제', '제시카 루카스', '자레드 해리스', '키퍼 서덜랜드']",액션 어드벤처,폴앤더슨,키트해링턴 캐리앤모스 에밀리브라우닝 아데웰아킨누오예아바제 제시카루카스 자레드해리스 키퍼서덜랜드
543,퓨리,7.9,"['액션', '전쟁']",데이비드 에이어,"['브래드 피트', '로건 레먼', '샤이아 라보프', '마이클 페나', '존 번달']",액션 전쟁,데이비드에이어,브래드피트 로건레먼 샤이아라보프 마이클페나 존번달
544,드라큘라: 전설의 시작,7.3,"['판타지', '액션']",개리 쇼어,"['루크 에반스', '도미닉 쿠퍼']",판타지 액션,개리쇼어,루크에반스 도미닉쿠퍼
545,가디언즈 오브 갤럭시,8.0,"['액션', '어드벤처']",제임스 건,"['크리스 프랫', '조 샐다나', '데이브 바티스타', '빈 디젤', '브래들리 쿠퍼']",액션 어드벤처,제임스건,크리스프랫 조샐다나 데이브바티스타 빈디젤 브래들리쿠퍼
546,찌라시: 위험한 소문,7.7,"['범죄', '드라마']",김광식,"['김강우', '정진영']",범죄 드라마,김광식,김강우 정진영
547,빅매치,6.3,['액션'],최호,"['이정재', '신하균']",액션,최호,이정재 신하균
548,슬로우 비디오,7.3,['드라마'],김영탁,"['차태현', '남상미', '오달수']",드라마,김영탁,차태현 남상미 오달수
549,방황하는 칼날,7.1,['스릴러'],이정호,"['정재영', '이성민']",스릴러,이정호,정재영 이성민
550,베테랑,8.4,"['액션', '드라마']",류승완,"['황정민', '유아인']",액션 드라마,류승완,황정민 유아인
551,암살,8.5,"['액션', '드라마']",최동훈,"['전지현', '이정재', '하정우']",액션 드라마,최동훈,전지현 이정재 하정우
552,어벤져스: 에이지 오브 울트론,7.8,"['액션', '어드벤처', 'SF']",조스 웨던,"['로버트 다우니 주니어', '크리스 헴스워스', '마크 러팔로', '크리스 에반스', '스칼렛 요한슨']",액션 어드벤처 SF,조스웨던,로버트다우니주니어 크리스헴스워스 마크러팔로 크리스에반스 스칼렛요한슨
553,국제시장,7.1,['드라마'],윤제균,"['황정민', '김윤진', '오달수']",드라마,윤제균,황정민 김윤진 오달수
554,내부자들,8.2,"['범죄', '드라마']",우민호,"['이병헌', '조승우', '백윤식']",범죄 드라마,우민호,이병헌 조승우 백윤식
555,사도,7.8,['시대극'],이준익,"['송강호', '유아인', '문근영']",시대극,이준익,송강호 유아인 문근영
556,킹스맨 : 시크릿 에이전트,7.9,['스릴러'],매튜 본,"['콜린 퍼스', '태런 에저튼']",스릴러,매튜본,콜린퍼스 태런에저튼
557,미션 임파서블: 로그네이션,8.1,"['액션', '어드벤처']",크리스토퍼 맥쿼리,['톰 크루즈'],액션 어드벤처,크리스토퍼맥쿼리,톰크루즈
558,연평해전,6.6,['드라마'],김학순,"['김무열', '진구', '이현우']",드라마,김학순,김무열 진구 이현우
559,쥬라기 월드,6.7,"['액션', '어드벤처', 'SF']",콜린 트레보로우,"['크리스 프랫', '브라이스 달라스 하워드']",액션 어드벤처 SF,콜린트레보로우,크리스프랫 브라이스달라스하워드
560,검은 사제들,7.4,"['미스터리', '드라마']",장재현,"['김윤석', '강동원']",미스터리 드라마,장재현,김윤석 강동원
561,히말라야,6.6,['드라마'],이석훈,"['황정민', '정우']",드라마,이석훈,황정민 정우
562,인사이드 아웃,8.4,"['애니메이션', '어드벤처', '코미디']",피트 닥터,"['에이미 포엘러', '필리스 스미스', '리차드 카인드', '빌 헤이더', '루이스 블랙', '민디 캘링', '케이틀린 디아스']",애니메이션 어드벤처 코미디,피트닥터,에이미포엘러 필리스스미스 리차드카인드 빌헤이더 루이스블랙 민디캘링 케이틀린디아스
563,마션,7.3,"['어드벤처', 'SF']",리들리 스콧,"['맷 데이먼', '제시카 차스테인']",어드벤처 SF,리들리스콧,맷데이먼 제시카차스테인
564,조선명탐정 : 사라진 놉의 딸,7.1,"['코미디', '어드벤처']",김석윤,"['김명민', '오달수', '이연희']",코미디 어드벤처,김석윤,김명민 오달수 이연희
565,매드 맥스: 분노의 도로,8.6,"['액션', '어드벤처', 'SF']",조지 밀러,"['톰 하디', '니콜라스 홀트', '샤를리즈 테론']",액션 어드벤처 SF,조지밀러,톰하디 니콜라스홀트 샤를리즈테론
566,인턴,8.0,['코미디'],낸시 마이어스,"['앤 해서웨이', '로버트 드 니로']",코미디,낸시마이어스,앤해서웨이 로버트드니로
567,분노의 질주: 더 세븐,8.8,['액션'],제임스 완,"['빈 디젤', '폴 워커', '드웨인 존슨', '제이슨 스타뎀']",액션,제임스완,빈디젤 폴워커 드웨인존슨 제이슨스타뎀
568,터미네이터 제니시스,5.9,"['액션', '어드벤처', 'SF']",알랜 테일러,"['아놀드 슈왈제네거', '제이슨 클락', '에밀리아 클라크', '제이 코트니']",액션 어드벤처 SF,알랜테일러,아놀드슈왈제네거 제이슨클락 에밀리아클라크 제이코트니
569,스물,7.2,['코미디'],이병헌,"['김우빈', '준호', '강하늘']",코미디,이병헌,김우빈 준호 강하늘
570,극비수사,7.7,"['드라마', '범죄']",곽경택,"['김윤석', '유해진']",드라마 범죄,곽경택,김윤석 유해진
571,앤트맨,7.9,"['액션', '어드벤처']",페이튼 리드,"['폴 러드', '마이클 더글라스', '에반젤린 릴리']",액션 어드벤처,페이튼리드,폴러드 마이클더글라스 에반젤린릴리
572,스타워즈: 깨어난 포스,7.3,"['액션', '어드벤처', '판타지']",J.J. 에이브람스,"['데이지 리들리', '존 보예가', '오스카 아이삭']",액션 어드벤처 판타지,J.J.에이브람스,데이지리들리 존보예가 오스카아이삭
573,빅 히어로,7.8,"['애니메이션', '액션', '코미디']",돈 할,"['라이언 포터', '스캇 애짓', '다니엘 헤니']",애니메이션 액션 코미디,돈할,라이언포터 스캇애짓 다니엘헤니
574,메이즈 러너: 스코치 트라이얼,6.6,"['액션', 'SF', '스릴러']",웨스 볼,"['딜런 오브라이언', '이기홍', '카야 스코델라리오', '토마스 생스터']",액션 SF 스릴러,웨스볼,딜런오브라이언 이기홍 카야스코델라리오 토마스생스터
575,탐정 : 더 비기닝,7.4,"['코미디', '범죄', '스릴러']",김정훈,"['권상우', '성동일']",코미디 범죄 스릴러,김정훈,권상우 성동일
576,미니언즈,7.4,"['애니메이션', '코미디', '가족']",피에르 코팽,"['산드라 블록', '존 햄', '마이클 키튼', '피에르 코팽', '남도형', '박신희', '김혜진', '엄상현']",애니메이션 코미디 가족,피에르코팽,산드라블록 존햄 마이클키튼 피에르코팽 남도형 박신희 김혜진 엄상현
577,스파이,7.7,"['액션', '코미디']",폴 페이그,"['주드 로', '제이슨 스타뎀', '멜리사 맥카시']",액션 코미디,폴페이그,주드로 제이슨스타뎀 멜리사맥카시
578,악의 연대기,7.2,['스릴러'],백운학,['손현주'],스릴러,백운학,손현주
579,강남 1970,7.1,"['액션', '드라마']",유하,"['이민호', '김래원']",액션 드라마,유하,이민호 김래원
580,뷰티 인사이드,6.9,"['로맨스', '멜로']",백종열,['한효주'],로맨스 멜로,백종열,한효주
581,오늘의 연애,6.6,"['로맨스', '멜로', '코미디']",박진표,"['이승기', '문채원', '정준영']",로맨스 멜로 코미디,박진표,이승기 문채원 정준영
582,테이큰 3,6.4,"['액션', '범죄', '스릴러']",올리비에 메가톤,"['리암 니슨', '팜케 얀센', '매기 그레이스']",액션 범죄 스릴러,올리비에메가톤,리암니슨 팜케얀센 매기그레이스
583,007 스펙터,6.3,"['액션', '범죄', '스릴러']",샘 멘데스,"['다니엘 크레이그', '레아 세두', '크리스토프 왈츠', '모니카 벨루치']",액션 범죄 스릴러,샘멘데스,다니엘크레이그 레아세두 크리스토프왈츠 모니카벨루치
584,이미테이션 게임,8.1,"['드라마', '스릴러']",모튼 틸덤,"['베네딕트 컴버배치', '키이라 나이틀리', '매튜 구드']",드라마 스릴러,모튼틸덤,베네딕트컴버배치 키이라나이틀리 매튜구드
585,샌 안드레아스,6.9,"['액션', '스릴러']",브래드 페이튼,"['드웨인 존슨', '칼라 구기노', '알렉산드라 다다리오']",액션 스릴러,브래드페이튼,드웨인존슨 칼라구기노 알렉산드라다다리오
586,쎄시봉,3.9,"['로맨스', '멜로', '코미디']",김현석,"['김윤석', '정우', '김희애', '한효주', '장현성', '진구']",로맨스 멜로 코미디,김현석,김윤석 정우 김희애 한효주 장현성 진구
587,더 폰,5.9,"['액션', '스릴러']",김봉주,"['손현주', '엄지원', '배성우']",액션 스릴러,김봉주,손현주 엄지원 배성우
588,위플래쉬,8.4,['드라마'],데미안 셔젤,"['마일스 텔러', 'J. K. 시몬스']",드라마,데미안셔젤,마일스텔러 J.K.시몬스
589,대호,7.7,['시대극'],박훈정,['최민식'],시대극,박훈정,최민식
590,마다가스카의 펭귄,7.5,"['애니메이션', '어드벤처', '코미디']",에릭 다넬,"['톰 맥그래스', '크리스 밀러', '콘래드 버논', '크리스토퍼 나이츠', '존 말코비치', '베네딕트 컴버배치', '피터 스토메어', '켄 정', '애넷 마헨드루', '장광', '고성일', '정재헌', '엄상현', '하성용', '전태열', '방성준', '박신희', '이장원']",애니메이션 어드벤처 코미디,에릭다넬,톰맥그래스 크리스밀러 콘래드버논 크리스토퍼나이츠 존말코비치 베네딕트컴버배치 피터스토메어 켄정 애넷마헨드루 장광 고성일 정재헌 엄상현 하성용 전태열 방성준 박신희 이장원
591,차이나타운,6.5,"['범죄', '드라마']",한준희,"['김혜수', '김고은']",범죄 드라마,한준희,김혜수 김고은
592,장수상회,8.1,['가족'],강제규,"['박근형', '윤여정']",가족,강제규,박근형 윤여정
593,성난 변호사,6.8,"['범죄', '액션']",허종호,"['이선균', '김고은', '임원희']",범죄 액션,허종호,이선균 김고은 임원희
594,간신,6.3,"['시대극', '드라마']",민규동,"['주지훈', '김강우', '천호진', '임지연', '이유영']",시대극 드라마,민규동,주지훈 김강우 천호진 임지연 이유영
595,박물관이 살아있다 : 비밀의 무덤,7.2,"['어드벤처', '코미디', '가족']",숀 레비,['벤 스틸러'],어드벤처 코미디 가족,숀레비,벤스틸러
596,그놈이다,6.5,['스릴러'],윤준형,"['주원', '유해진', '이유영']",스릴러,윤준형,주원 유해진 이유영
597,미쓰 와이프,8.3,['코미디'],강효진,"['엄정화', '송승헌']",코미디,강효진,엄정화 송승헌
598,몬스터 호텔 2,7.4,"['애니메이션', '코미디', '가족']",젠디 타타코브스키,"['컬투', '아담 샌들러', '셀레나 고메즈', '앤디 샘버그', '케빈 제임스', '스티브 부세미']",애니메이션 코미디 가족,젠디타타코브스키,컬투 아담샌들러 셀레나고메즈 앤디샘버그 케빈제임스 스티브부세미
599,허삼관,7.2,['드라마'],하정우,"['하정우', '하지원']",드라마,하정우,하정우 하지원
600,부산행,7.3,"['액션', '스릴러']",연상호,"['공유', '정유미', '마동석', '김수안', '김의성', '최우식', '안소희']",액션 스릴러,연상호,공유 정유미 마동석 김수안 김의성 최우식 안소희
601,검사외전,6.4,"['범죄', '코미디']",이일형,"['황정민', '강동원']",범죄 코미디,이일형,황정민 강동원
602,캡틴 아메리카: 시빌 워,8.1,"['액션', 'SF', '스릴러']",안소니 루소,"['크리스 에반스', '로버트 다우니 주니어']",액션 SF 스릴러,안소니루소,크리스에반스 로버트다우니주니어
603,밀정,7.7,"['액션', '시대극', '스릴러']",김지운,"['송강호', '공유']",액션 시대극 스릴러,김지운,송강호 공유
604,터널,7.2,['드라마'],김성훈,"['하정우', '배두나', '오달수']",드라마,김성훈,하정우 배두나 오달수
605,인천상륙작전,5.5,['전쟁'],이재한,"['이정재', '이범수', '리암 니슨', '진세연']",전쟁,이재한,이정재 이범수 리암니슨 진세연
606,럭키,7.0,['코미디'],이계벽,"['유해진', '이준', '조윤희', '임지연']",코미디,이계벽,유해진 이준 조윤희 임지연
607,곡성,7.2,"['미스터리', '스릴러', '드라마']",나홍진,"['곽도원', '황정민', '쿠니무라 준', '천우희', '김환희']",미스터리 스릴러 드라마,나홍진,곽도원 황정민 쿠니무라준 천우희 김환희
608,덕혜옹주,7.3,"['시대극', '드라마']",허진호,"['손예진', '박해일']",시대극 드라마,허진호,손예진 박해일
609,닥터 스트레인지,8.0,"['어드벤처', '판타지', '액션', 'SF']",스콧 데릭슨,"['베네딕트 컴버배치', '레이첼 맥아담스', '틸다 스윈튼', '매즈 미켈슨', '치웨텔 에지오포']",어드벤처 판타지 액션 SF,스콧데릭슨,베네딕트컴버배치 레이첼맥아담스 틸다스윈튼 매즈미켈슨 치웨텔에지오포
610,마스터,7.1,"['범죄', '액션']",조의석,"['이병헌', '강동원', '김우빈']",범죄 액션,조의석,이병헌 강동원 김우빈
611,주토피아,8.4,"['애니메이션', '액션', '어드벤처']",바이런 하워드,"['지니퍼 굿윈', '제이슨 베이트먼']",애니메이션 액션 어드벤처,바이런하워드,지니퍼굿윈 제이슨베이트먼
612,신비한 동물사전,6.9,"['판타지', '어드벤처', '가족']",데이빗 예이츠,"['에디 레드메인', '캐서린 워터스톤', '콜린 파렐']",판타지 어드벤처 가족,데이빗예이츠,에디레드메인 캐서린워터스톤 콜린파렐
613,판도라,7.7,"['드라마', '스릴러']",박정우,"['김남길', '김영애', '문정희', '정진영']",드라마 스릴러,박정우,김남길 김영애 문정희 정진영
614,아가씨,6.8,"['스릴러', '드라마']",박찬욱,"['김민희', '김태리', '하정우']",스릴러 드라마,박찬욱,김민희 김태리 하정우
615,쿵푸팬더3,7.6,"['애니메이션', '액션', '어드벤처']",여인영,"['잭 블랙', '안젤리나 졸리', '더스틴 호프만']",애니메이션 액션 어드벤처,여인영,잭블랙 안젤리나졸리 더스틴호프만
616,귀향,9.7,['드라마'],조정래,"['강하나', '최리', '손숙', '백수련', '정무성', '서미지', '류신', '임성철', '오지혜', '정인기', '김민수', '이승현']",드라마,조정래,강하나 최리 손숙 백수련 정무성 서미지 류신 임성철 오지혜 정인기 김민수 이승현
617,데드풀,6.8,"['액션', 'SF']",팀 밀러,['라이언 레이놀즈'],액션 SF,팀밀러,라이언레이놀즈
618,나우 유 씨 미 2,6.8,"['범죄', '액션']",존 추,"['제시 아이젠버그', '마크 러팔로', '우디 해럴슨', '데이브 프랭코', '리지 캐플란']",범죄 액션,존추,제시아이젠버그 마크러팔로 우디해럴슨 데이브프랭코 리지캐플란
619,형,7.3,"['코미디', '드라마']",권수경,"['조정석', '디오', '박신혜']",코미디 드라마,권수경,조정석 디오 박신혜
620,엑스맨: 아포칼립스,6.9,"['액션', '어드벤처', '판타지', 'SF']",브라이언 싱어,"['제임스 맥어보이', '마이클 패스벤더', '제니퍼 로렌스', '오스카 아이삭', '니콜라스 홀트']",액션 어드벤처 판타지 SF,브라이언싱어,제임스맥어보이 마이클패스벤더 제니퍼로렌스 오스카아이삭 니콜라스홀트
621,미스 페레그린과 이상한 아이들의 집,7.9,"['미스터리', '판타지']",팀 버튼,"['에바 그린', '에이사 버터필드', '엘라 퍼넬']",미스터리 판타지,팀버튼,에바그린 에이사버터필드 엘라퍼넬
622,히말라야,6.6,['드라마'],이석훈,"['황정민', '정우']",드라마,이석훈,황정민 정우
623,제이슨 본,7.6,"['액션', '스릴러']",폴 그린그래스,['맷 데이먼'],액션 스릴러,폴그린그래스,맷데이먼
624,도리를 찾아서,6.7,"['애니메이션', '어드벤처', '코미디']",앤드류 스탠튼,"['엘렌 드제네레스', '헤이든 롤렌스', '알버트 브룩스']",애니메이션 어드벤처 코미디,앤드류스탠튼,엘렌드제네레스 헤이든롤렌스 알버트브룩스
625,아수라,6.6,"['범죄', '액션']",김성수,"['정우성', '황정민', '주지훈']",범죄 액션,김성수,정우성 황정민 주지훈
626,정글북,6.8,"['어드벤처', '드라마']",존 파브로,['닐 세티'],어드벤처 드라마,존파브로,닐세티
627,마이펫의 이중생활,6.7,"['애니메이션', '코미디', '가족']",크리스 리노드,"['엄상현', '최석필', '루이스 C.K.', '에릭 스톤스트릿', '케빈 하트']",애니메이션 코미디 가족,크리스리노드,엄상현 최석필 루이스C.K. 에릭스톤스트릿 케빈하트
628,라라랜드,8.0,"['로맨스', '멜로', '뮤지컬']",데미안 셔젤,"['라이언 고슬링', '엠마 스톤']",로맨스 멜로 뮤지컬,데미안셔젤,라이언고슬링 엠마스톤
629,배트맨 대 슈퍼맨: 저스티스의 시작,6.1,"['액션', '어드벤처', '판타지']",잭 스나이더,"['벤 애플렉', '헨리 카빌']",액션 어드벤처 판타지,잭스나이더,벤애플렉 헨리카빌
630,굿바이 싱글,7.5,['코미디'],김태곤,"['김혜수', '마동석', '김현수']",코미디,김태곤,김혜수 마동석 김현수
631,봉이 김선달,6.7,"['코미디', '어드벤처']",박대민,"['유승호', '조재현', '고창석', '라미란', '시우민']",코미디 어드벤처,박대민,유승호 조재현 고창석 라미란 시우민
632,레버넌트: 죽음에서 돌아온 자,7.3,['어드벤처'],알레한드로 곤잘레스 이냐리투,"['레오나르도 디카프리오', '톰 하디']",어드벤처,알레한드로곤잘레스이냐리투,레오나르도디카프리오 톰하디
633,컨저링 2,7.5,['공포'],제임스 완,"['베라 파미가', '패트릭 윌슨']",공포,제임스완,베라파미가 패트릭윌슨
634,내부자들: 디 오리지널,9.0,"['범죄', '드라마']",우민호,"['이병헌', '조승우', '백윤식']",범죄 드라마,우민호,이병헌 조승우 백윤식
635,수어사이드 스쿼드,5.6,"['액션', '어드벤처']",데이비드 에이어,"['윌 스미스', '자레드 레토', '마고 로비', '스콧 이스트우드', '카라 델러비인', '제이 코트니']",액션 어드벤처,데이비드에이어,윌스미스 자레드레토 마고로비 스콧이스트우드 카라델러비인 제이코트니
636,인디펜던스 데이 : 리써전스,6.0,"['액션', 'SF']",롤랜드 에머리히,"['빌 풀먼', '리암 헴스워스', '제프 골드블럼', '비비카 A. 폭스', '제시 어셔']",액션 SF,롤랜드에머리히,빌풀먼 리암헴스워스 제프골드블럼 비비카A.폭스 제시어셔
637,탐정 홍길동: 사라진 마을,7.4,"['드라마', '액션']",조성희,"['이제훈', '김성균']",드라마 액션,조성희,이제훈 김성균
638,벤허,7.3,"['어드벤처', '드라마']",티무르 베크맘베토브,"['잭 휴스턴', '토비 켑벨', '모건 프리먼', '로드리고 산토로', '나자닌 보니아디']",어드벤처 드라마,티무르베크맘베토브,잭휴스턴 토비켑벨 모건프리먼 로드리고산토로 나자닌보니아디
639,굿 다이노,8.1,"['애니메이션', '어드벤처', '코미디']",피터 손,"['레이몬드 오초아', '잭 브라이트']",애니메이션 어드벤처 코미디,피터손,레이몬드오초아 잭브라이트
640,셜록: 유령신부,5.7,"['범죄', '드라마']",더글라스 맥키넌,"['베네딕트 컴버배치', '마틴 프리먼']",범죄 드라마,더글라스맥키넌,베네딕트컴버배치 마틴프리먼
641,특별수사: 사형수의 편지,7.6,"['범죄', '드라마']",권종관,"['김명민', '김상호']",범죄 드라마,권종관,김명민 김상호
642,시간이탈자,6.7,['스릴러'],곽재용,"['임수정', '조정석', '이진욱']",스릴러,곽재용,임수정 조정석 이진욱
643,동주,8.9,['드라마'],이준익,"['강하늘', '박정민']",드라마,이준익,강하늘 박정민
644,워크래프트: 전쟁의 서막,8.1,"['액션', '어드벤처']",던칸 존스,"['트래비스 핌멜', '벤 포스터', '폴라 패튼', '도미닉 쿠퍼', '클랜시 브라운', '토비 켑벨']",액션 어드벤처,던칸존스,트래비스핌멜 벤포스터 폴라패튼 도미닉쿠퍼 클랜시브라운 토비켑벨
645,스타트렉 비욘드,7.2,"['액션', '어드벤처', 'SF', '스릴러']",저스틴 린,"['크리스 파인', '재커리 퀸토', '칼 어번', '조 샐다나', '사이먼 페그']",액션 어드벤처 SF 스릴러,저스틴린,크리스파인 재커리퀸토 칼어번 조샐다나 사이먼페그
646,미씽: 사라진 여자,7.6,['미스터리'],이언희,"['엄지원', '공효진']",미스터리,이언희,엄지원 공효진
647,"당신, 거기 있어줄래요",8.2,"['판타지', '드라마']",홍지영,"['김윤석', '변요한', '채서진']",판타지 드라마,홍지영,김윤석 변요한 채서진
648,라이트 아웃,6.6,['공포'],데이비드 F. 샌드버그,"['테레사 팔머', '가브리엘 베이트먼']",공포,데이비드F.샌드버그,테레사팔머 가브리엘베이트먼
649,오빠생각,8.1,"['드라마', '전쟁']",이한,"['임시완', '정준원', '이레', '고아성', '이희준']",드라마 전쟁,이한,임시완 정준원 이레 고아성 이희준
650,택시운전사,9.0,['드라마'],장훈,"['송강호', '토마스 크레취만', '유해진', '류준열']",드라마,장훈,송강호 토마스크레취만 유해진 류준열
651,신과함께-죄와 벌,7.0,['드라마'],김용화,"['하정우', '차태현', '주지훈', '김향기', '김동욱', '마동석']",드라마,김용화,하정우 차태현 주지훈 김향기 김동욱 마동석
652,공조,7.2,['액션'],김성훈,"['현빈', '유해진', '김주혁']",액션,김성훈,현빈 유해진 김주혁
